a/a,CHANGE_DATE,TEMPERATURE,HUMIDITY,MALE,FEMALE,MO_DACUS,FEMALE_POSOSTO,GONIMOTHTA,DAC_METRHSH_DACUS_ID,DHMOS_ID,DHMOS_CODE,DHMOS_DESCR,MIN,SYNOLO_DAKON,METEO_ID,METEO_DESCR,ALTERN_METEO_ID,ALTERN_METEO_DESCR,NOMOS_DESCR
1182,09/11/14,,,2,2,4,0.5,,46124,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1183,09/11/14,,,2,1,3,0.33,,46126,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1184,09/11/14,,,1,1,2,0.5,,46128,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1185,09/11/14,,,0,0,0,,,46129,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1186,09/11/14,,,1,1,2,0.5,,46131,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1187,09/11/14,,,2,2,4,0.5,,46132,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1188,09/11/14,,,2,1,3,0.33,,46133,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1189,09/11/14,,,1,1,2,0.5,,46135,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1190,09/11/14,,,3,2,5,0.4,,46136,16935,84061100,Δ.Δ.Χώρας,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1191,09/11/14,,,3,3,6,0.5,,46138,16935,84061100,Δ.Δ.Χώρας,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1192,09/11/14,,,2,2,4,0.5,,46140,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1193,09/11/14,,,7,4,11,0.36,,46142,16935,84061100,Δ.Δ.Χώρας,4,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1194,09/11/14,,,5,4,9,0.44,,46143,16935,84061100,Δ.Δ.Χώρας,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1195,09/11/14,,,2,2,4,0.5,,46145,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1196,09/11/14,,,4,3,7,0.43,,46146,16935,84061100,Δ.Δ.Χώρας,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1197,09/11/14,,,2,2,4,0.5,,46148,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1198,09/11/14,,,3,2,5,0.4,,46150,16935,84061100,Δ.Δ.Χώρας,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1199,09/11/14,,,2,2,4,0.5,,46151,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1200,09/11/14,,,1,1,2,0.5,,46154,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1201,09/11/14,,,2,2,4,0.5,,46155,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1202,09/11/14,,,2,0,2,0,,46156,16935,84061100,Δ.Δ.Χώρας,0,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1203,09/11/14,,,1,0,1,0,,46158,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1204,08/26/14,,,1,1,2,0.5,,46161,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1205,08/26/14,,,6,4,10,0.4,,46164,16935,84061100,Δ.Δ.Χώρας,4,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1206,08/26/14,,,1,1,2,0.5,,46165,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1207,08/26/14,,,3,1,4,0.25,,46166,16935,84061100,Δ.Δ.Χώρας,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1208,08/26/14,,,2,1,3,0.33,,46169,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1209,08/26/14,,,1,1,2,0.5,,46170,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1210,08/26/14,,,2,1,3,0.33,,46172,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1211,08/26/14,,,2,2,4,0.5,,46174,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1212,08/26/14,,,2,1,3,0.33,,46176,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1213,08/26/14,,,0,0,0,,,46177,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1214,08/26/14,,,4,4,8,0.5,,46179,16935,84061100,Δ.Δ.Χώρας,4,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1215,08/26/14,,,3,1,4,0.25,,46180,16935,84061100,Δ.Δ.Χώρας,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1216,08/26/14,,,4,2,6,0.33,,46181,16935,84061100,Δ.Δ.Χώρας,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1217,08/26/14,,,0,0,0,,,46182,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1218,08/26/14,,,3,2,5,0.4,,46183,16935,84061100,Δ.Δ.Χώρας,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1219,08/26/14,,,0,0,0,,,46184,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1220,08/26/14,,,3,2,5,0.4,,46185,16935,84061100,Δ.Δ.Χώρας,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1221,08/26/14,,,0,0,0,,,46186,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1222,08/26/14,,,0,0,0,,,46187,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1223,08/26/14,,,3,1,4,0.25,,46188,16935,84061100,Δ.Δ.Χώρας,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1224,08/26/14,,,1,1,2,0.5,,46189,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1225,08/26/14,,,2,1,3,0.33,,46190,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1226,08/26/14,,,3,1,4,0.25,,46191,16935,84061100,Δ.Δ.Χώρας,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1227,08/26/14,,,4,2,6,0.33,,46192,16935,84061100,Δ.Δ.Χώρας,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1228,08/26/14,,,2,1,3,0.33,,46193,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1229,08/26/14,,,1,0,1,0,,46194,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1230,08/26/14,,,0,0,0,,,46195,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1231,08/26/14,,,1,0,1,0,,46196,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1232,08/26/14,,,2,2,4,0.5,,46197,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1233,08/26/14,,,1,0,1,0,,46198,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1234,08/26/14,,,1,1,2,0.5,,46199,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1235,08/26/14,,,0,0,0,,,46200,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1236,08/26/14,,,2,2,4,0.5,,46201,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1237,09/26/14,,,0,0,0,,,46202,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1238,09/26/14,,,15,11,26,0.42,,46203,16935,84061100,Δ.Δ.Χώρας,11,26,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1239,09/26/14,,,2,1,3,0.33,,46204,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1240,09/26/14,,,1,1,2,0.5,,46205,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1241,09/26/14,,,2,2,4,0.5,,46206,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1242,09/26/14,,,1,1,2,0.5,,46207,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1243,09/26/14,,,2,1,3,0.33,,46208,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1244,09/26/14,,,4,2,6,0.33,,46209,16935,84061100,Δ.Δ.Χώρας,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1245,09/26/14,,,2,1,3,0.33,,46210,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1246,09/26/14,,,1,1,2,0.5,,46211,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1247,09/26/14,,,3,2,5,0.4,,46212,16935,84061100,Δ.Δ.Χώρας,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1248,09/26/14,,,1,0,1,0,,46213,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1249,09/26/14,,,4,3,7,0.43,,46214,16935,84061100,Δ.Δ.Χώρας,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1250,09/26/14,,,1,0,1,0,,46215,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1251,09/26/14,,,1,0,1,0,,46216,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1252,09/26/14,,,1,0,1,0,,46217,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1253,09/26/14,,,1,1,2,0.5,,46218,16935,84061100,Δ.Δ.Χώρας,1,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1254,09/26/14,,,2,2,4,0.5,,46219,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1255,09/26/14,,,3,1,4,0.25,,46220,16935,84061100,Δ.Δ.Χώρας,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1256,09/26/14,,,3,2,5,0.4,,46221,16935,84061100,Δ.Δ.Χώρας,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1257,09/26/14,,,14,9,23,0.39,,46222,16935,84061100,Δ.Δ.Χώρας,9,23,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1258,09/26/14,,,5,4,9,0.44,,46223,16935,84061100,Δ.Δ.Χώρας,4,9,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1259,09/26/14,,,6,5,11,0.45,,46224,16935,84061100,Δ.Δ.Χώρας,5,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1260,09/26/14,,,2,1,3,0.33,,46225,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1261,09/26/14,,,6,5,11,0.45,,46226,16935,84061100,Δ.Δ.Χώρας,5,11,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1262,09/26/14,,,3,1,4,0.25,,46227,16935,84061100,Δ.Δ.Χώρας,1,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1263,09/26/14,,,3,3,6,0.5,,46228,16935,84061100,Δ.Δ.Χώρας,3,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1264,09/26/14,,,2,2,4,0.5,,46229,16935,84061100,Δ.Δ.Χώρας,2,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1265,09/26/14,,,3,2,5,0.4,,46230,16935,84061100,Δ.Δ.Χώρας,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1266,09/26/14,,,0,0,0,,,46231,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1267,09/26/14,,,0,0,0,,,46232,16935,84061100,Δ.Δ.Χώρας,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1268,09/26/14,,,1,0,1,0,,46233,16935,84061100,Δ.Δ.Χώρας,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1269,09/26/14,,,1,2,3,0.67,,46234,16935,84061100,Δ.Δ.Χώρας,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1270,08/06/15,,,2,5,7,0.71,,49900,16753,84010500,Δ.Δ.Βουρλιωτών,2,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1271,08/06/15,,,0,0,0,,,49901,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1272,08/06/15,,,5,14,19,0.74,,49902,16753,84010500,Δ.Δ.Βουρλιωτών,5,19,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1273,08/06/15,,,0,1,1,1,,49903,16753,84010500,Δ.Δ.Βουρλιωτών,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1274,08/06/15,,,0,0,0,,,49904,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1275,08/06/15,,,0,0,0,,,49905,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1276,08/06/15,,,0,0,0,,,49906,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1277,08/06/15,,,3,5,8,0.63,,49907,16753,84010500,Δ.Δ.Βουρλιωτών,3,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1278,08/06/15,,,0,0,0,,,49908,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1279,08/06/15,,,0,0,0,,,49909,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1280,08/06/15,,,0,0,0,,,49910,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1281,08/06/15,,,0,0,0,,,49911,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1282,08/06/15,,,0,4,4,1,,49912,16753,84010500,Δ.Δ.Βουρλιωτών,0,4,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1283,08/06/15,,,0,1,1,1,,49913,16753,84010500,Δ.Δ.Βουρλιωτών,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1284,08/06/15,,,0,0,0,,,49914,16753,84010500,Δ.Δ.Βουρλιωτών,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),0,no alternative,ΣΑΜΟΥ
1285,08/06/15,,,0,0,0,,,49915,16845,84040300,Δ.Δ.Δρακαίων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1286,08/06/15,,,0,0,0,,,49916,16845,84040300,Δ.Δ.Δρακαίων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1287,08/06/15,,,0,0,0,,,49917,16845,84040300,Δ.Δ.Δρακαίων,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1288,08/06/15,,,1,0,1,0,,49918,16845,84040300,Δ.Δ.Δρακαίων,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1289,08/06/15,,,3,2,5,0.4,,49919,16845,84040300,Δ.Δ.Δρακαίων,2,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1290,08/06/15,,,5,2,7,0.29,,49920,16845,84040300,Δ.Δ.Δρακαίων,2,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1291,08/06/15,,,2,1,3,0.33,,49921,16845,84040300,Δ.Δ.Δρακαίων,1,3,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1292,08/06/15,,,2,0,2,0,,49922,16845,84040300,Δ.Δ.Δρακαίων,0,2,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1293,08/06/15,,,4,2,6,0.33,,49923,16845,84040300,Δ.Δ.Δρακαίων,2,6,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1294,08/06/15,,,4,3,7,0.43,,49924,16845,84040300,Δ.Δ.Δρακαίων,3,7,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1295,10/11/14,,,7,1,8,0.13,,45358,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,8,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1296,10/11/14,,,0,0,0,,,45359,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1297,10/11/14,,,9,3,12,0.25,,45360,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,12,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1298,10/11/14,,,1,0,1,0,,45361,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1299,10/11/14,,,0,0,0,,,45362,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1300,10/11/14,,,4,1,5,0.2,,45363,16870,84050100,Δ.Δ.Μαραθοκάμπου,1,5,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1301,10/11/14,,,0,0,0,,,45364,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,0,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1302,10/11/14,,,0,1,1,1,,45365,16870,84050100,Δ.Δ.Μαραθοκάμπου,0,1,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1303,10/11/14,,,11,3,14,0.21,,45366,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,14,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1304,10/11/14,,,7,3,10,0.3,,45367,16870,84050100,Δ.Δ.Μαραθοκάμπου,3,10,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1305,10/11/14,,,15,15,30,0.5,,45368,16870,84050100,Δ.Δ.Μαραθοκάμπου,15,30,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
1306,10/11/14,,,8,5,13,0.38,,45369,16870,84050100,Δ.Δ.Μαραθοκάμπου,5,13,217,ΣΑΜΟΣ (ΚΑΡΛΟΒΑΣΙ),76,ΙΚΑΡΙΑ - ΡΑΧΕΣ,ΣΑΜΟΥ
